name,price,date,rating
昆山,7467,2013,+0.35
合肥,7400,2013,+0.89
无锡,7312,2013,-0.53
廊坊,7267,2013,-3.03
长春,7229,2013,+0.58
南宁,7052,2013,+0.33
海口,6969,2013,+0.74
重庆,6896,2013,0.0
西安,6792,2013,-1.24
宜昌,6751,2013,+0.7
徐州,6745,2013,-0.84
呼和浩特,6714,2013,-0.39
镇江,6663,2013,+1.29
长沙,6519,2013,-0.79
佛山,6279,2013,+0.46
嘉兴,3838,2013,0.0
保定,4934,2013,-1.32
绵阳,5016,2013,-1.18
潍坊,5072,2013,-0.41
中山,5241,2013,+0.48
洛阳,5324,2013,+0.6
贵阳,5357,2013,-2.39
惠州,5480,2013,-2
吉林,5552,2013,+0.07
银川,5767,2013,-1.47
邯郸,6000,2013,0.0
威海,6096,2013,-0.49
桂林,6192,2013,+3.42
常州,6222,2013,+1.17
佛山,6279,2013,+0.46
长沙,6519,2013,-0.79
镇江,6663,2013,+1.29
呼和浩特,6714,2013,-0.39
徐州,6745,2013,-0.84
宜昌,6751,2013,+0.7
西安,6792,2013,-1.24
重庆,6896,2013,0.0
海口,6969,2013,+0.74
南宁,7052,2013,+0.33
长春,7229,2013,+0.58
廊坊,7267,2013,-3.03
无锡,7312,2013,-0.53
合肥,7400,2013,+0.89
昆山,7467,2013,+0.35
哈尔滨,7503,2013,-0.23
东莞,7611,2013,+1.28
唐山,7641,2013,-0.08
泰州,7838,2013,+0.36
绍兴,7917,2013,+0.43
秦皇岛,7947,2013,+0.2
扬州,8150,2013,-1.81
太原,8194,2013,-1.56
南通,8218,2013,+2.49
郑州,8229,2013,+0.91
沈阳,8270,2013,-0.53
烟台,8394,2013,+0.45
成都,8597,2013,-0.28
石家庄,8639,2013,+1.34
昆明,8664,2013,-0.02
兰州,8716,2013,-5.24
泉州,8724,2013,+1.07
武汉,8825,2013,+1.34
济南,9158,2013,+0.58
南昌,9208,2013,+0.46
苏州,10941,2013,+0.27
北京,37294,2014,+0.45
上海,30522,2014,+0.1
深圳,28117,2014,-0.02
厦门,24843,2014,-0.63
三亚,19474,2014,-2.11
广州,18564,2014,+2.67
南京,18099,2014,+0.31
杭州,16984,2014,+0.22
天津,14961,2014,+0.27
宁波,14350,2014,+0.13
福州,13949,2014,+1.4
青岛,12286,2014,+2.18
珠海,12231,2014,-1.62
苏州,10980,2014,+0.87
大连,10182,2014,-0.62
泉州,9402,2014,-2.59
济南,9341,2014,+0.2
兰州,9299,2014,+3.55
武汉,9239,2014,+0.13
南昌,9186,2014,-0.54
石家庄,8800,2014,+0.38
郑州,8503,2014,-0.14
太原,8365,2014,+0.19
哈尔滨,8289,2014,-9.13
成都,8277,2014,-0.13
昆明,8094,2014,-0.43
沈阳,7991,2014,-0.5
东莞,7926,2014,+0.8
合肥,7825,2014,-0.01
廊坊,7418,2014,+0.97
海口,7416,2014,-0.88
烟台,7404,2014,-4.37
常州,7324,2014,+8.01
昆山,7128,2014,-1.01
长春,6997,2014,-1.12
西安,6994,2014,-0.31
无锡,6979,2014,-0.57
唐山,6972,2014,+6.1
柳州,6796,2014,-2.31
重庆,6718,2014,-0.22
中山,6447,2014,+4.81
长沙,6401,2014,+0.42
徐州,6367,2014,-5.77
南宁,6341,2014,-2.54
淄博,6230,2014,-0.5
佛山,6075,2014,-1.17
洛阳,6069,2014,+2.52
威海,6028,2014,+1.55
惠州,5585,2014,+3.71
贵阳,5496,2014,+0.15
潍坊,4925,2014,-1.02
呼和浩特,5038,2014,-19.17
贵阳,5496,2014,+0.15
惠州,5585,2014,+3.71
威海,6028,2014,+1.55
洛阳,6069,2014,+2.52
佛山,6075,2014,-1.17
淄博,6230,2014,-0.5
南宁,6341,2014,-2.54
徐州,6367,2014,-5.77
长沙,6401,2014,+0.42
中山,6447,2014,+4.81
重庆,6718,2014,-0.22
柳州,6796,2014,-2.31
唐山,6972,2014,+6.1
无锡,6979,2014,-0.57
西安,6994,2014,-0.31
长春,6997,2014,-1.12
昆山,7128,2014,-1.01
常州,7324,2014,+8.01
烟台,7404,2014,-4.37
海口,7416,2014,-0.88
廊坊,7418,2014,+0.97
合肥,7825,2014,-0.01
东莞,7926,2014,+0.8
沈阳,7991,2014,-0.5
昆明,8094,2014,-0.43
成都,8277,2014,-0.13
哈尔滨,8289,2014,-9.13
太原,8365,2014,+0.19
郑州,8503,2014,-0.14
石家庄,8800,2014,+0.38
南昌,9186,2014,-0.54
武汉,9239,2014,+0.13
兰州,9299,2014,+3.55
济南,9341,2014,+0.2
泉州,9402,2014,-2.59
大连,10182,2014,-0.62
苏州,10980,2014,+0.87
珠海,12231,2014,-1.62
青岛,12286,2014,+2.18
福州,13949,2014,+1.4
宁波,14350,2014,+0.13
天津,14961,2014,+0.27
杭州,16984,2014,+0.22
南京,18099,2014,+0.31
广州,18564,2014,+2.67
三亚,19474,2014,-2.11
厦门,24843,2014,-0.63
深圳,28117,2014,-0.02
深圳,41494,2015,+5
北京,39437,2015,0.0
上海,35237,2015,+3
厦门,25970,2015,0.0
广州,20016,2015,0.0
南京,18697,2015,+1
温州,16873,2015,+1
杭州,16080,2015,-1
天津,15553,2015,0.0
珠海,14980,2015,+3
福州,14577,2015,+1
三亚,14390,2015,-1
青岛,12384,2015,0.0
苏州,12251,2015,+3
宁波,12250,2015,0.0
武汉,10000,2015,0.0
莆田,10000,2015,-1
金华,9914,2015,+11
大连,9816,2015,0.0
济南,9281,2015,-3
南昌,9212,2015,0.0
哈尔滨,9131,2015,+1
绍兴,9107,2015,+1
石家庄,8986,2015,0.0
郑州,8790,2015,-1
漳州,8508,2015,0.0
兰州,8465,2015,-1
合肥,8461,2015,+1
扬州,8406,2015,-12
龙岩,8382,2015,+18
东莞,8371,2015,0.0
南通,8308,2015,-4
湖州,8243,2015,0.0
河源,8223,2015,+14
成都,8213,2015,0.0
昆明,8202,2015,+2
太原,8118,2015,0.0
泉州,7845,2015,-1
衢州,7571,2015,+4
台州,7540,2015,+1
烟台,7495,2015,+2
昆山,7488,2015,0.0
三明,7483,2015,-6
汕头,7479,2015,0.0
镇江,7304,2015,+6
沈阳,7242,2015,+1
海口,7201,2015,-1
玉溪,7142,2015,0.0
保定,7117,2015,+1
廊坊,7043,2015,+2
咸宁,2875,2015,0.0
娄底,3028,2015,-28
鄂州,3103,2015,0.0
鸡西,3202,2015,0.0
通化,3272,2015,-11
钦州,3286,2015,-1
济源,3305,2015,+4
漯河,3418,2015,0.0
大同,3476,2015,0.0
衡阳,3479,2015,+1
永州,3533,2015,0.0
黄冈,3599,2015,+2
绥化,3605,2015,+1
荆门,3608,2015,0.0
喀什,3629,2015,+1
梧州,3662,2015,-3
汉中,3665,2015,+3
德阳,3670,2015,0.0
佳木斯,3701,2015,-1
景德镇,3710,2015,0.0
怀化,3716,2015,+1
萍乡,3744,2015,0.0
眉山,3768,2015,0.0
益阳,3772,2015,-3
曲靖,3776,2015,+2
运城,3817,2015,-2
哈密,3825,2015,-1
清远,3834,2015,-1
郴州,3839,2015,+2
宝鸡,3848,2015,-1
盘锦,3871,2015,-5
安阳,3894,2015,+2
辽源,3944,2015,0.0
湘潭,3949,2015,0.0
铁岭,3949,2015,0.0
商丘,3975,2015,0.0
白城,3976,2015,-2
邵阳,3986,2015,-1
贵港,4007,2015,-2
红河,4028,2015,-1
安康,4039,2015,-3
孝感,4056,2015,0.0
牡丹江,4116,2015,0.0
乐山,4171,2015,-1
阳江,4177,2015,+2
松原,4184,2015,-2
六盘水,4243,2015,-1
玉林,4267,2015,0.0
楚雄,4277,2015,+1
淮南,4283,2015,0.0
北京,57597,2016,+2.74
上海,52142,2016,+1.66
深圳,43289,2016,-3.76
厦门,38883,2016,+1.69
南京,24867,2016,+0.62
天津,23220,2016,+1.3
广州,22926,2016,+1.49
杭州,21655,2016,+2.21
福州,19822,2016,+4.61
珠海,19070,2016,+1.06
温州,17984,2016,-0.87
苏州,16181,2016,+0.18
廊坊,16175,2016,+1.58
合肥,14983,2016,+2.03
石家庄,14878,2016,+8.24
三亚,14777,2016,+2.32
丽水,14187,2016,0.0
武汉,13875,2016,+2.97
宁波,13857,2016,+2.58
青岛,13523,2016,+1.07
郑州,12091,2016,+2.73
济南,11667,2016,+4.04
东莞,11651,2016,+5.06
舟山,10769,2016,0.0
昆山,10706,2016,-1.75
金华,10392,2016,-0.79
保定,10151,2016,+4.62
台州,10106,2016,-0.4
南昌,9987,2016,+5.31
莆田,9912,2016,+1.5
大连,9854,2016,-1.56
漳州,9661,2016,+1.68
绍兴,9097,2016,-0.11
兰州,9014,2016,+0.89
嘉兴,8895,2016,+1.47
张家口,8843,2016,+1.6
南通,8716,2016,-0.36
龙岩,8645,2016,+0.16
扬州,8597,2016,-0.07
成都,8591,2016,+0.79
昆明,8485,2016,+0.48
泉州,8417,2016,+0.56
湖州,8329,2016,+0.48
太原,8308,2016,+1.7
无锡,8300,2016,+1.04
常州,8202,2016,+6.29
惠州,8184,2016,+0.95
中山,8148,2016,+5.25
烟台,8109,2016,+1.45
衢州,8039,2016,+0.5
铜陵,219,2016,-32.82
滁州,941,2016,-66.35
营口,1754,2016,-51.39
广元,2327,2016,+0.1
咸宁,2889,2016,+0.24
石嘴山,3034,2016,-2.27
娄底,3194,2016,-9.05
鸡西,3211,2016,+0.93
济源,3333,2016,+0.09
钦州,3384,2016,+0.61
大同,3452,2016,-0.01
绥化,3526,2016,-0.03
随州,3548,2016,0.0
汉中,3577,2016,-0.39
朔州,3591,2016,-1.8
荆门,3621,2016,+0.07
黄冈,3650,2016,+0.55
四平,3678,2016,0.0
衡阳,3687,2016,+0.45
三门峡,3695,2016,0.0
德阳,3696,2016,+0.02
永州,3699,2016,+0.02
梧州,3703,2016,+0.67
佳木斯,3710,2016,+0.51
萍乡,3720,2016,-0.23
张家界,3728,2016,0.0
哈密,3746,2016,-0.04
运城,3764,2016,+0.33
宝鸡,3765,2016,-0.35
眉山,3769,2016,+0.01
文山,3770,2016,+0.31
防城港,3793,2016,-4.07
阜新,3793,2016,0.0
景德镇,3794,2016,-0.99
六盘水,3807,2016,0.0
曲靖,3848,2016,-0.21
通化,3856,2016,+3.13
安阳,3870,2016,+0.47
商丘,3874,2016,+0.25
喀什,3885,2016,-0.02
漯河,3890,2016,+0.01
怀化,3904,2016,+0.47
铁岭,3959,2016,-0.19
红河,3965,2016,-0.09
盘锦,3981,2016,-0.13
益阳,3988,2016,+1.69
攀枝花,3995,2016,+0.18
鄂州,3996,2016,+7.2
辽源,4000,2016,-0.02
清远,4000,2016,-0.3
北京,57768,2017,+0.01
深圳,51477,2017,+0.39
上海,50017,2017,0.0
厦门,47177,2017,-0.03
广州,28578,2017,+2.03
杭州,28540,2017,-0.08
福州,26771,2017,0.0
三亚,26235,2017,+0.09
南京,25733,2017,+0.01
天津,22205,2017,-0.03
珠海,19531,2017,+0.02
义乌,18386,2017,-0.02
青岛,18142,2017,+0.04
温州,17992,2017,0.0
宁波,17037,2017,+0.01
石家庄,16979,2017,-0.03
武汉,16259,2017,+0.01
济南,15842,2017,+0.01
廊坊,15564,2017,-0.06
苏州,15320,2017,-0.01
金华,14504,2017,+0.06
合肥,14362,2017,-0.01
东莞,13913,2017,+0.01
漳州,13670,2017,-0.01
莆田,13656,2017,+0.03
舟山,13359,2017,-0.05
保定,12983,2017,-0.06
郑州,12859,2017,-0.01
台州,12149,2017,+0.01
常州,12069,2017,+0.01
成都,12034,2017,+0.06
海口,11977,2017,+0.02
绍兴,11902,2017,+0.05
章丘,11891,2017,+0.04
昆山,11562,2017,+0.01
南昌,11396,2017,0.0
中山,11266,2017,+0.04
衢州,11257,2017,+0.02
湖州,10981,2017,+0.02
顺德,10909,2017,0.0
扬州,10861,2017,+0.05
南通,10717,2017,+0.03
泉州,10651,2017,+0.01
龙岩,10566,2017,+0.01
大连,10495,2017,+0.01
嘉兴,10481,2017,+0.01
张家口,10456,2017,-0.08
佛山,10229,2017,+0.01
惠州,10227,2017,+0.03
沧州,10144,2017,-0.19
石嘴山,2978,2017,-0.01
咸宁,3295,2017,+0.08
鸡西,3364,2017,+0.06
白山,3440,2017,+0.01
朔州,3543,2017,+0.02
钦州,3559,2017,+0.01
绥化,3567,2017,+0.02
哈密,3704,2017,0.0
阿克苏,3711,2017,-0.1
呼伦贝尔,3763,2017,+0.07
阜新,3784,2017,+0.1
盘锦,3866,2017,-0.03
喀什,3886,2017,+0.01
湘西,3976,2017,+0.23
曲靖,3991,2017,+0.06
攀枝花,4005,2017,+0.09
铁岭,4036,2017,0.0
辽源,4037,2017,+0.04
红河,4044,2017,+0.02
萍乡,4088,2017,+0.06
运城,4093,2017,+0.07
佳木斯,4097,2017,+0.02
汉中,4112,2017,+0.11
大同,4135,2017,+0.01
梧州,4136,2017,+0.07
宝鸡,4145,2017,+0.04
安康,4279,2017,+0.03
眉山,4335,2017,+0.06
巴中,4350,2017,+0.01
漯河,4373,2017,+0.04
鞍山,4408,2017,0.0
乌海,4422,2017,+0.02
防城港,4427,2017,+0.07
松原,4430,2017,0.0
荆门,4434,2017,-0.09
周口,4435,2017,-0.04
中卫,4444,2017,0.0
兴安盟,4482,2017,-0.81
辽阳,4486,2017,+0.02
通化,4497,2017,-0.03
邵阳,4530,2017,+0.01
楚雄,4536,2017,+0.01
鄂州,4584,2017,0.0
营口,4597,2017,+0.08
黄冈,4676,2017,+0.06
克拉玛依,4681,2017,+0.03
四平,4723,2017,+0.02
普洱,4724,2017,0.0
娄底,4743,2017,+0.02
衡阳,4744,2017,+0.04
北京,59868,2018,+0.45
深圳,53205,2018,-0.95
上海,49446,2018,-1.48
厦门,43565,2018,-0.22
广州,32088,2018,-0.42
三亚,31704,2018,-2.92
杭州,28651,2018,-0.64
南京,27568,2018,+0.85
福州,24698,2018,-1.09
天津,22188,2018,-1.78
珠海,20778,2018,-0.15
宁波,20313,2018,-0.64
义乌,20175,2018,-2.01
温州,19462,2018,+0.01
青岛,18788,2018,-4.3
济南,17674,2018,-1.26
武汉,17586,2018,-1.61
苏州,16943,2018,+1.33
金华,16595,2018,-2.75
舟山,16406,2018,+3.02
石家庄,15596,2018,-1.62
海口,15024,2018,-2.08
东莞,14813,2018,-0.95
合肥,14217,2018,-0.74
廊坊,13981,2018,-1.62
绍兴,13917,2018,-0.46
昆山,13764,2018,+1.21
莆田,13594,2018,-3.59
郑州,13582,2018,-0.95
台州,13446,2018,-0.28
常州,13426,2018,-1.94
衢州,13189,2018,-1.89
成都,13173,2018,-2.96
扬州,12480,2018,-0.49
漳州,12371,2018,-1.57
昆明,12298,2018,-0.31
南昌,12248,2018,-0.21
西安,12207,2018,-0.27
重庆,12080,2018,-1.74
太原,11979,2018,-0.56
大连,11893,2018,+1.17
大理,11788,2018,-1.26
南通,11772,2018,-0.3
中山,11747,2018,-2.25
兰州,11636,2018,+1.02
保定,11365,2018,-1.83
西双版纳,11282,2018,-0.78
泉州,11219,2018,+0.23
拉萨,11141,2018,-0.25
无锡,11030,2018,+1.15
石嘴山,3000,2018,+0.6
鸡西,3553,2018,+1.68
朔州,3608,2018,0.0
巴音郭楞,3641,2018,+0.16
哈密,3697,2018,+0.3
阜新,3742,2018,+1.45
绥化,3809,2018,+2.07
白山,3817,2018,-2.81
阿克苏,3839,2018,+0.03
呼伦贝尔,3894,2018,-1.83
盘锦,4020,2018,-0.37
铁岭,4094,2018,+0.37
钦州,4185,2018,+1.26
辽源,4188,2018,+0.03
红河,4273,2018,+2.01
喀什,4285,2018,+1.54
鞍山,4322,2018,+0.2
佳木斯,4388,2018,+0.22
六盘水,4424,2018,+1.63
中卫,4444,2018,0.0
咸宁,4453,2018,-1.27
抚顺,4560,2018,-1.61
松原,4573,2018,-0.17
辽阳,4577,2018,+1.57
巴中,4599,2018,+1.4
文山,4663,2018,-3.08
朝阳,4683,2018,+2.25
锡林郭勒盟,4706,2018,+4.17
曲靖,4710,2018,+1.5
安康,4723,2018,+0.8
运城,4731,2018,+0.8
湘西,4750,2018,0.0
楚雄,4754,2018,+0.4
克拉玛依,4768,2018,-0.18
汉中,4774,2018,-0.54
周口,4814,2018,+0.92
海拉尔,4831,2018,+0.85
宝鸡,4837,2018,-0.18
营口,4847,2018,-0.02
白银,4866,2018,+1.64
攀枝花,4872,2018,+1.22
梧州,4878,2018,+0.75
定西,4894,2018,+0.01
萍乡,4904,2018,-0.68
乌海,4933,2018,+0.55
四平,5014,2018,+0.79
荆门,5016,2018,-1.01
兴安盟,5017,2018,+1.81
通化,5072,2018,-0.47
百色,5091,2018,0.0
